,,,,Item,,,,,,,,,,,,,,,,,Location,,,,,,Config Groups,Gateway,,,,,,,,,,,,,,,,Gateway Connectivity,,,,,,,,,,,SNMP,,,,,Sensor,,,,,,,,,,,,,,,,,,,,
S No.,Customer Name,Customer No.,Operating Country,Item Id ,Description,Item Type,Make,Model,Batch No.,Size,Installation Date,Image,Icon,Variable 1,Variable 2,Variable 3,Component No.,Description,Sub Component No.,Description,State,City,Zip/Pincode,Address 1,Address 2,Lat/Long,Groups,Resource Id,Gateway Description,Make ,Model,Installation Date,Batch No.,Power Supply,Battery Capacity,No. of Sensors supported,OS & Version,Greengrass supported,SNMP Supported,ECC supported (Edge),ECC supported (Cloud),CPU speed,Memory Capacity,Cloud Connectivity,Cloud Connectivity type,Cloud Connectivity Protocol,IP Address,Port No.,Subnet Mask,Ingress Port no.,No. of Max Ports towards Sensors,Heartbeat Time,Heartbeat Rate,Heartbeat Data,SNMP Protocol Version,Authentication Level,Authentication Method,Encryption,SNMP Port No.,Sensor No.,Sensor Location Description,Resource Id,Make ,Model,Batch No.,Measuring Range (Min),Measuring Range (Max),MTBF,Sensor type,Output Signal type,Output Data type,Interface,Power Source,Battery Capacity,Gateway Connectivity type,Gateway Connectivity Protocol,Sensor Redundancy,Sensor lead,Synchronous ,Certificate
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Operating Country and AWS Region should be same,,,,,,,,,,,,,,,,,,Validate against the Location master,,,,,,,,,,,,,,If Power supply is Battery then this field becomes mandatory,,,,,,,,,,,,,,,,,,,,"These Fields become mandatory, If SNMP supported is Y",,,,,,,,,,,,,,,,,,,"This field becomes mandatory, if power source is battery",,,"Can take only one Value (as sensor can be part only one Redundancy Group)

All sensors should be of same type in the redundancy group", ,,
